time,command,ambient_temp,room_temp,humidity,energy,total_energy,reason
2019-11-01 05:02:29.189,off,24.32,24.53,60.77,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:34.189,off,24.32,24.46,60.77,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:39.189,off,24.32,24.38,60.77,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:44.189,off,24.4,24.46,60.65,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:49.189,off,24.4,24.53,60.65,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:54.189,off,24.31,24.46,60.88,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:59.189,off,24.25,24.38,60.85,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:04.189,off,24.25,24.31,60.85,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:09.189,off,24.25,24.23,60.85,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:14.189,off,24.25,24.16,60.85,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:19.189,off,24.32,24.08,60.76,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:24.189,off,24.32,24.03,60.76,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:29.189,off,24.32,24.03,60.76,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:34.189,off,24.32,24.03,60.76,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:39.189,off,24.22,24.07,60.86,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:44.189,off,24.22,24.07,60.86,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:49.189,off,24.19,23.99,60.82,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:54.189,off,24.19,23.92,60.82,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:59.189,off,24.24,23.99,60.74,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:04.189,off,24.24,24.07,60.74,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:09.189,off,24.24,24.07,60.74,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:14.189,off,24.24,24.07,60.74,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:19.189,off,24.2,24.1,60.87,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:24.189,off,24.2,24.1,60.87,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:29.189,off,24.13,24.02,60.94,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:34.189,off,24.13,23.95,60.94,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:39.189,off,24.13,23.87,60.94,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:44.189,off,24.13,23.8,60.94,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:49.189,off,24.13,23.72,60.94,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:54.189,off,24.1,23.65,61.05,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:59.189,off,24.1,23.57,61.05,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:04.189,off,24.1,23.5,61.05,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:09.189,off,24.15,23.57,60.98,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:14.189,off,24.1,23.65,61.05,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:19.189,off,24.1,23.72,61.05,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:24.189,off,24.12,23.8,60.93,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:29.189,off,24.12,23.87,60.93,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:34.189,off,24.1,23.95,61.02,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:39.189,off,24.1,24.02,61.02,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:44.189,off,24.15,24.07,60.85,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:49.189,off,24.15,24.07,60.85,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:54.189,off,24.11,24.07,60.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:59.189,off,24.11,24.07,60.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:04.189,off,24.11,24.03,60.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:09.189,off,24.11,24.03,60.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:14.189,off,24.11,24.03,60.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:19.189,off,24.08,23.96,60.99,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:24.189,off,24.04,23.93,61.05,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:29.189,off,24.04,23.93,61.05,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:34.189,off,24.06,23.93,60.96,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:39.189,off,24.11,23.93,60.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:44.189,off,24.07,23.93,60.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:49.189,off,24.04,23.97,61.04,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:54.189,off,24.05,23.97,61.07,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:59.189,off,24.05,23.97,61.07,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:04.189,off,24.05,23.97,61.07,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:09.189,off,24.0,23.97,61.14,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:14.189,off,24.0,23.97,61.14,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:19.189,off,24.05,24.04,61.07,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:24.189,off,24.02,23.97,61.16,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:29.189,off,24.05,23.93,61.2,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:34.189,off,24.05,23.93,61.2,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:39.189,off,24.05,23.93,61.2,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:44.189,off,24.01,23.93,61.27,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:49.189,off,24.01,23.93,61.27,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:54.189,off,24.08,24.01,61.12,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:59.189,off,24.1,24.08,61.15,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:04.189,off,24.1,24.16,61.15,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:09.189,off,24.1,24.24,61.15,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:14.189,off,24.14,24.31,61.08,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:19.189,off,24.1,24.39,61.14,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:24.189,off,24.1,24.46,61.14,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:29.189,off,24.1,24.54,61.14,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:34.189,off,24.11,24.53,61.15,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:39.189,off,24.16,24.53,61.11,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:44.189,off,24.16,24.53,61.11,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:49.189,off,24.18,24.53,61.16,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:54.189,off,24.18,24.53,61.16,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:59.189,off,24.11,24.46,61.17,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:04.189,off,24.11,24.38,61.17,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:09.189,off,24.11,24.31,61.17,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:14.189,off,24.11,24.23,61.17,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:19.189,off,24.1,24.16,61.17,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:24.189,off,24.08,24.08,61.11,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:29.189,off,24.18,24.0,61.0,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:34.189,off,24.16,24.08,60.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:39.189,off,24.16,24.13,60.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:44.189,off,24.16,24.13,60.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:49.189,off,24.16,24.13,60.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:54.189,off,24.2,24.13,60.86,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:59.189,off,24.14,24.06,60.91,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:04.189,off,24.14,23.98,60.91,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:09.189,off,24.09,23.91,60.97,0.0,0.0,Passive simulation (no HVAC)
